,S&P 500 (Live),FTSE 100 (Live),Nikkei 225 (Live),DAX (Live),Russel 2000 (Live),All Ordinaries (Live),CAC 40 (Live),Hang Seng (Live),KOSPI Composite Index (Live),AEX Index (Live),Swiss Market Index (Live),IBEX 35 (Live),S&P CNX Nifty (Live),IPC Mexico (Live),Bovespa Index (Live),S&P/TSX Composite Index (Live),Euro STOXX 50 (Live),FT Straits Times Index,FTSE MIB (Live)
,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel
DateID,SPX2.rk,FTSE2.rk,N2252.rk,GDAXI2.rk,RUT2.rk,AORD2.rk,FCHI2.rk,HSI2.rk,KS11.rk,AEX.rk,SSMI.rk,IBEX2.rk,NSEI.rk,MXX.rk,BVSP.rk,GSPTSE.rk,STOXX50E.rk,FTSTI.rk,FTSEMIB.rk
20091211,4.53E-05,4.99E-05,0.000111556,0.000103092,6.22E-05,4.62E-05,8.50E-05,0.000131896,8.39E-05,7.48E-05,5.50E-05,6.36E-05,0.000195702,8.00E-05,0.000120199,4.10E-05,8.15E-05,1.97E-05,7.50E-05
20091214,3.03E-05,3.03E-05,9.21E-05,5.60E-05,4.39E-05,3.83E-05,4.54E-05,0.000283132,8.71E-05,4.57E-05,3.03E-05,5.48E-05,9.15E-05,5.56E-05,5.70E-05,2.65E-05,6.34E-05,5.34E-05,3.45E-05
20091215,2.87E-05,3.61E-05,3.13E-05,6.22E-05,4.57E-05,2.95E-05,6.78E-05,8.42E-05,3.62E-05,4.83E-05,2.74E-05,6.37E-05,6.19E-05,7.16E-05,8.89E-05,2.07E-05,6.45E-05,1.43E-05,5.47E-05
20091216,3.59E-05,3.35E-05,5.52E-05,5.14E-05,7.09E-05,2.45E-05,5.10E-05,7.73E-05,5.57E-05,4.19E-05,3.36E-05,4.04E-05,9.62E-05,5.22E-05,7.15E-05,1.95E-05,4.88E-05,2.56E-05,2.47E-05
20091217,4.43E-05,4.21E-05,3.51E-05,7.47E-05,8.64E-05,4.75E-05,6.68E-05,0.00012111,5.54E-05,7.33E-05,3.75E-05,6.16E-05,7.78E-05,3.74E-05,0.000144834,3.84E-05,6.38E-05,1.98E-05,4.19E-05
20091218,3.99E-05,7.26E-05,6.70E-05,8.97E-05,5.63E-05,7.02E-05,0.00010484,7.82E-05,7.53E-05,8.15E-05,3.79E-05,8.30E-05,7.06E-05,4.61E-05,0.000172791,6.08E-05,9.23E-05,1.90E-05,6.92E-05
20091221,5.47E-05,4.14E-05,1.55E-05,8.44E-05,0.000104396,2.69E-05,8.41E-05,4.57E-05,3.95E-05,5.43E-05,3.37E-05,4.20E-05,6.25E-05,4.01E-05,0.000116794,1.93E-05,6.13E-05,1.26E-05,3.76E-05
20091222,2.07E-05,3.81E-05,3.10E-05,4.99E-05,1.98E-05,4.38E-05,5.27E-05,6.95E-05,1.98E-05,5.08E-05,3.02E-05,4.82E-05,4.39E-05,3.67E-05,0.000137107,2.83E-05,5.29E-05,3.46E-05,3.67E-05
20091223,1.90E-05,2.84E-05,,4.82E-05,4.27E-05,1.95E-05,4.30E-05,4.55E-05,1.55E-05,4.86E-05,2.65E-05,3.06E-05,9.31E-05,2.21E-05,9.15E-05,2.60E-05,4.00E-05,1.41E-05,2.32E-05
20091224,9.56E-06,6.64E-06,5.31E-05,,5.58E-06,1.80E-05,6.82E-06,2.34E-05,4.53E-05,3.46E-06,,,8.67E-05,7.87E-06,,1.43E-05,,9.00E-06,
20091225,,,3.00E-05,,,,,,,,,,,,,,,,
20091228,1.50E-05,,5.60E-05,3.44E-05,1.73E-05,,7.93E-06,3.65E-05,4.02E-05,7.96E-06,1.19E-05,1.60E-05,,3.47E-05,7.05E-05,,1.21E-05,9.06E-06,6.97E-06
20091229,9.30E-06,9.99E-06,2.66E-05,1.50E-05,8.81E-06,4.18E-05,2.25E-05,4.22E-05,3.43E-05,2.32E-05,1.54E-05,1.54E-05,2.62E-05,1.74E-05,2.38E-05,1.55E-05,1.74E-05,8.96E-06,7.31E-06
20091230,2.39E-05,2.22E-05,5.92E-05,3.10E-05,6.48E-05,1.83E-05,3.39E-05,8.41E-05,3.42E-05,3.68E-05,2.47E-05,1.79E-05,4.27E-05,2.92E-05,6.10E-05,1.44E-05,2.55E-05,1.49E-05,2.77E-05
20091231,2.04E-05,9.59E-06,,,3.91E-05,1.94E-05,1.30E-05,3.76E-05,,1.47E-05,,,5.46E-05,3.42E-05,,1.20E-05,,1.74E-05,
20100104,4.99E-05,2.16E-05,2.57E-05,4.65E-05,8.67E-05,1.44E-05,4.61E-05,7.11E-05,2.46E-05,4.87E-05,2.54E-05,2.85E-05,3.40E-05,0.000192354,4.57E-05,1.94E-05,4.86E-05,1.20E-05,1.70E-05
20100105,2.04E-05,2.54E-05,5.93E-05,3.70E-05,5.72E-05,4.01E-05,3.29E-05,6.38E-05,3.76E-05,4.36E-05,3.55E-05,1.67E-05,3.34E-05,3.98E-05,8.04E-05,3.08E-05,2.65E-05,1.63E-05,2.28E-05
20100106,1.71E-05,2.92E-05,5.01E-05,4.78E-05,5.33E-05,1.08E-05,3.93E-05,5.22E-05,2.52E-05,5.65E-05,3.53E-05,3.19E-05,4.22E-05,2.43E-05,7.16E-05,1.50E-05,3.49E-05,1.97E-05,2.42E-05
20100107,2.96E-05,4.18E-05,4.06E-05,7.21E-05,8.41E-05,1.85E-05,5.53E-05,0.000107991,4.89E-05,6.01E-05,4.35E-05,4.57E-05,4.51E-05,2.90E-05,0.000119926,3.11E-05,5.49E-05,3.00E-05,4.28E-05
20100108,2.60E-05,4.84E-05,7.79E-05,9.95E-05,2.69E-05,2.09E-05,7.47E-05,8.30E-05,5.76E-05,0.00012092,4.35E-05,5.77E-05,3.65E-05,5.11E-05,6.07E-05,2.43E-05,7.78E-05,3.37E-05,5.25E-05
20100111,2.68E-05,2.87E-05,,5.35E-05,4.96E-05,1.75E-05,3.84E-05,9.39E-05,4.55E-05,4.58E-05,3.67E-05,3.76E-05,4.37E-05,5.72E-05,0.00013357,2.35E-05,3.78E-05,1.43E-05,2.49E-05
20100112,4.56E-05,5.06E-05,5.88E-05,0.000101975,6.01E-05,1.65E-05,8.85E-05,,4.92E-05,0.000106839,6.23E-05,7.20E-05,6.27E-05,5.46E-05,0.000162699,3.84E-05,9.42E-05,3.18E-05,4.66E-05
20100113,3.51E-05,3.62E-05,6.92E-05,5.05E-05,4.30E-05,3.21E-05,4.90E-05,,3.84E-05,7.16E-05,4.30E-05,4.36E-05,9.73E-05,6.62E-05,0.000150241,4.05E-05,4.99E-05,2.45E-05,3.11E-05
20100114,2.02E-05,3.47E-05,4.62E-05,5.53E-05,3.11E-05,2.94E-05,5.37E-05,,5.33E-05,4.67E-05,3.95E-05,4.26E-05,5.48E-05,0.000155276,6.99E-05,2.35E-05,5.34E-05,2.06E-05,2.58E-05
20100115,3.24E-05,6.96E-05,6.72E-05,0.000140255,7.93E-05,2.86E-05,0.000111893,,4.57E-05,9.30E-05,5.68E-05,7.76E-05,3.06E-05,5.70E-05,0.000111831,2.87E-05,0.000104754,1.55E-05,7.43E-05
20100118,,2.24E-05,6.32E-05,3.17E-05,,2.88E-05,3.65E-05,9.49E-05,4.72E-05,3.99E-05,2.20E-05,3.60E-05,4.23E-05,3.89E-05,4.57E-05,5.58E-06,3.27E-05,1.53E-05,2.32E-05
20100119,2.35E-05,5.22E-05,4.53E-05,9.16E-05,5.75E-05,4.03E-05,9.98E-05,8.31E-05,5.08E-05,8.67E-05,7.71E-05,7.16E-05,3.26E-05,3.79E-05,0.000100076,2.07E-05,9.42E-05,2.42E-05,7.20E-05
20100120,7.88E-05,7.04E-05,4.48E-05,0.00014277,0.000111442,5.27E-05,0.000131482,,3.79E-05,0.000115765,7.79E-05,0.000136946,6.69E-05,4.53E-05,0.000220176,3.04E-05,0.000138504,2.54E-05,9.48E-05
20100121,0.000163027,0.000127511,9.21E-05,0.000217516,0.000253385,4.53E-05,0.000179046,,4.80E-05,0.000156309,9.40E-05,0.000218592,0.000115917,0.000120408,0.000356236,9.29E-05,0.000210505,3.13E-05,0.000160777
20100122,0.000144307,0.000132856,0.00014407,0.00018582,0.000150874,0.000167284,0.000191938,,0.000126933,0.000193892,0.00010283,0.000241095,0.000380537,8.03E-05,0.000319987,9.64E-05,0.000210793,4.50E-05,0.000187215
20100125,0.000105598,7.71E-05,8.58E-05,0.000119571,8.34E-05,7.32E-05,0.00011645,8.32E-05,7.80E-05,0.00011081,6.57E-05,9.79E-05,9.45E-05,7.39E-05,,4.62E-05,0.000118666,2.18E-05,0.000118314
20100126,9.20E-05,7.93E-05,0.000164725,0.000129139,9.54E-05,,0.000148598,,0.000120394,0.000146677,8.57E-05,0.000168902,,8.33E-05,0.000325913,4.85E-05,0.000167793,0.000115428,0.000128999
20100127,0.000124031,9.69E-05,8.17E-05,0.000180966,0.000141694,7.59E-05,0.000163897,0.000170792,0.00017914,0.000127987,7.29E-05,0.000163907,0.000229672,0.000108271,0.000169082,6.72E-05,0.000176673,6.23E-05,0.00014164
20100128,0.000140988,0.000120748,0.000119768,0.000195417,0.000185388,2.30E-05,0.000179632,6.84E-05,6.70E-05,0.000130036,8.91E-05,0.000215503,0.000272695,9.30E-05,0.000287062,0.000123424,0.000217394,3.98E-05,0.000165738
20100129,0.000136939,0.00011148,0.000106932,0.0001697,0.00012645,7.04E-05,0.000133901,0.000166457,0.00016396,9.95E-05,8.31E-05,0.000206942,0.000377871,7.81E-05,0.000202781,0.000127639,0.000155541,8.47E-05,0.000168834
20100201,9.84E-05,5.47E-05,0.000117119,8.60E-05,9.86E-05,4.27E-05,9.30E-05,0.000141795,0.000113967,7.35E-05,5.27E-05,9.76E-05,0.000181554,,0.000125344,6.46E-05,9.21E-05,7.13E-05,7.40E-05
20100202,5.97E-05,5.64E-05,6.48E-05,9.19E-05,9.26E-05,8.09E-05,0.000113854,7.76E-05,0.000105749,0.000103184,4.92E-05,0.000114554,0.000139977,0.000111577,0.000152508,4.77E-05,0.000120343,4.38E-05,7.36E-05
20100203,5.60E-05,6.03E-05,6.57E-05,9.94E-05,8.81E-05,5.73E-05,0.000109462,0.000129906,6.00E-05,8.86E-05,4.55E-05,0.000156805,0.000114905,5.99E-05,0.000109609,5.82E-05,0.000117129,4.60E-05,9.24E-05
20100204,0.000172133,9.47E-05,5.36E-05,0.0001588,0.000169086,2.96E-05,0.000182542,7.03E-05,5.21E-05,0.000168811,9.04E-05,0.000450856,9.29E-05,0.000132794,0.000278622,7.08E-05,0.000231593,4.16E-05,0.000149048
20100205,0.000239847,0.000228225,0.000140261,0.000419431,0.000255124,0.000217519,0.000375044,,4.91E-05,0.00035728,0.000223257,0.000993797,0.000271075,9.54E-05,0.000943893,0.000135401,0.000477474,5.83E-05,0.000506016
20100206,,,,,,,,,,,,,6.00E-05,,,,,,
20100208,9.27E-05,0.000124875,0.000104693,0.000189416,0.000147727,4.11E-05,0.000240593,9.72E-05,6.32E-05,0.000242062,9.84E-05,0.000434562,0.000194293,4.23E-05,0.000226327,8.49E-05,0.000282214,7.03E-05,0.000285865
20100209,0.000234986,7.68E-05,8.30E-05,0.000148068,0.000169001,5.59E-05,0.000165731,0.000117388,9.63E-05,0.000154379,7.88E-05,0.00028186,0.00011625,7.93E-05,0.000441927,6.55E-05,0.00019147,6.78E-05,0.000194339
20100210,9.87E-05,0.000117325,4.86E-05,0.000178607,0.000107014,7.32E-05,0.000188444,0.000109561,5.06E-05,0.000132846,0.000100933,0.000277165,9.75E-05,8.41E-05,0.000159563,9.47E-05,0.00020173,4.35E-05,0.000163873
20100211,0.000100341,0.000145152,,0.000235625,9.80E-05,3.59E-05,0.000285497,7.48E-05,3.82E-05,0.000200863,0.000129048,0.000407226,7.92E-05,3.04E-05,0.000168732,6.46E-05,0.000315072,3.77E-05,0.000322732
20100212,0.000163862,0.000114492,4.03E-05,0.000153153,9.60E-05,5.40E-05,0.000151851,6.90E-05,5.84E-05,0.00012803,8.19E-05,0.000233766,,5.99E-05,0.000248831,5.22E-05,0.000167728,3.23E-05,0.000195808
20100215,,1.85E-05,3.52E-05,3.36E-05,,3.02E-05,5.99E-05,,,3.57E-05,2.56E-05,6.50E-05,7.51E-05,3.42E-05,,,5.46E-05,,3.06E-05
20100216,4.76E-05,4.43E-05,1.67E-05,8.85E-05,4.22E-05,4.41E-05,0.00010349,,4.12E-05,7.03E-05,5.66E-05,0.000154386,5.03E-05,4.85E-05,,1.81E-05,0.000128046,,9.34E-05
20100217,3.94E-05,3.82E-05,3.56E-05,5.60E-05,3.43E-05,8.22E-05,6.56E-05,4.37E-05,2.43E-05,4.60E-05,3.25E-05,0.000103552,8.57E-05,3.10E-05,0.000297619,3.14E-05,7.87E-05,2.99E-05,5.15E-05
20100218,3.14E-05,4.35E-05,2.64E-05,7.38E-05,2.66E-05,2.46E-05,7.45E-05,4.72E-05,2.89E-05,7.00E-05,4.22E-05,0.000135278,7.55E-05,7.40E-05,0.000125051,2.91E-05,7.96E-05,3.17E-05,7.47E-05
20100219,4.25E-05,4.27E-05,8.71E-05,7.46E-05,3.95E-05,4.74E-05,0.000105348,0.000130893,0.000110289,7.07E-05,6.16E-05,0.00014138,0.000110521,7.83E-05,0.000124032,2.76E-05,0.00011001,6.24E-05,7.61E-05
20100222,3.38E-05,3.16E-05,7.64E-05,6.40E-05,2.53E-05,5.03E-05,7.12E-05,3.45E-05,2.36E-05,5.21E-05,4.17E-05,0.000154682,7.90E-05,4.97E-05,0.000121462,3.54E-05,7.37E-05,1.87E-05,5.09E-05
20100223,7.78E-05,7.38E-05,4.57E-05,0.000116637,7.70E-05,1.73E-05,0.000136471,0.000208324,3.75E-05,0.000116657,5.83E-05,0.000171482,5.33E-05,4.03E-05,0.000165076,5.48E-05,0.000151031,3.75E-05,0.000166291
20100224,6.20E-05,5.07E-05,0.00010001,9.17E-05,6.36E-05,5.30E-05,0.000122568,7.95E-05,3.32E-05,0.000114706,4.44E-05,0.000238923,4.86E-05,2.50E-05,0.000167017,3.72E-05,0.000137587,2.62E-05,0.000125569
20100225,0.000144961,6.56E-05,7.72E-05,0.000148604,0.000101806,5.54E-05,0.000144545,0.000108511,5.02E-05,0.000119828,5.91E-05,0.00018042,4.30E-05,9.10E-05,0.000415224,5.11E-05,0.000171097,1.90E-05,0.000118135
20100226,4.78E-05,6.23E-05,5.02E-05,0.000121748,7.40E-05,4.21E-05,0.000130939,3.59E-05,4.79E-05,0.000131513,5.47E-05,0.000171938,0.000202555,7.67E-05,0.000130572,2.79E-05,0.000138355,2.74E-05,0.000107633
20100301,3.83E-05,4.29E-05,4.14E-05,8.46E-05,6.49E-05,4.23E-05,0.000111754,,,9.70E-05,3.97E-05,0.000140878,,5.19E-05,7.43E-05,1.71E-05,0.00014076,4.13E-05,7.92E-05
20100302,3.35E-05,3.53E-05,3.58E-05,5.75E-05,3.53E-05,3.59E-05,6.19E-05,,2.10E-05,5.60E-05,3.94E-05,0.000166979,5.15E-05,5.55E-05,8.59E-05,2.46E-05,7.60E-05,2.21E-05,5.67E-05
20100303,3.09E-05,3.26E-05,4.89E-05,5.44E-05,3.71E-05,1.62E-05,6.88E-05,6.21E-05,1.80E-05,6.26E-05,4.06E-05,0.000112035,4.39E-05,3.76E-05,0.000141675,1.79E-05,7.76E-05,2.99E-05,7.70E-05
20100304,2.66E-05,3.78E-05,3.99E-05,6.47E-05,2.93E-05,1.94E-05,7.41E-05,6.67E-05,2.10E-05,5.19E-05,3.95E-05,0.000146023,4.50E-05,3.12E-05,0.000180151,2.32E-05,8.31E-05,1.72E-05,7.53E-05
20100305,2.90E-05,3.78E-05,5.12E-05,5.09E-05,2.80E-05,1.54E-05,8.18E-05,,2.12E-05,6.44E-05,3.66E-05,0.000113495,6.18E-05,3.59E-05,0.000149305,1.61E-05,8.17E-05,1.81E-05,5.19E-05
20100308,1.78E-05,2.16E-05,2.98E-05,3.30E-05,2.30E-05,5.05E-05,3.99E-05,3.96E-05,8.12E-06,4.65E-05,3.01E-05,7.10E-05,5.74E-05,3.10E-05,8.44E-05,1.55E-05,4.04E-05,1.60E-05,2.37E-05
20100309,2.86E-05,2.52E-05,2.81E-05,4.27E-05,3.48E-05,1.77E-05,4.34E-05,3.66E-05,1.71E-05,3.55E-05,2.97E-05,8.43E-05,3.45E-05,3.00E-05,0.000158419,2.13E-05,4.57E-05,1.56E-05,3.69E-05
20100310,4.68E-05,2.58E-05,1.90E-05,4.56E-05,5.75E-05,1.99E-05,5.01E-05,2.38E-05,1.96E-05,4.28E-05,2.82E-05,8.11E-05,3.86E-05,2.30E-05,0.000141194,2.93E-05,5.94E-05,1.74E-05,3.48E-05
20100311,2.82E-05,2.74E-05,3.05E-05,4.65E-05,3.89E-05,2.32E-05,5.18E-05,6.08E-05,2.86E-05,5.06E-05,2.62E-05,8.96E-05,2.55E-05,1.90E-05,0.000124179,1.76E-05,5.55E-05,2.14E-05,4.37E-05
20100312,2.52E-05,2.74E-05,2.54E-05,5.10E-05,4.26E-05,1.40E-05,5.90E-05,3.52E-05,3.06E-05,5.50E-05,3.44E-05,7.54E-05,3.91E-05,2.57E-05,0.000106081,2.62E-05,6.19E-05,1.85E-05,5.02E-05
20100315,3.47E-05,2.16E-05,2.90E-05,4.05E-05,4.23E-05,1.77E-05,4.13E-05,2.78E-05,3.17E-05,4.37E-05,2.55E-05,6.65E-05,4.19E-05,,0.000116167,2.35E-05,4.58E-05,1.96E-05,3.44E-05
20100316,3.27E-05,2.10E-05,2.82E-05,3.28E-05,3.06E-05,1.23E-05,4.85E-05,3.69E-05,2.83E-05,3.93E-05,1.81E-05,7.56E-05,2.81E-05,4.64E-05,7.34E-05,1.30E-05,5.31E-05,1.44E-05,4.33E-05
20100317,2.98E-05,1.51E-05,4.73E-05,2.19E-05,2.97E-05,2.17E-05,3.00E-05,5.87E-05,3.23E-05,2.43E-05,1.75E-05,3.74E-05,4.61E-05,3.10E-05,0.000105085,9.45E-06,2.85E-05,2.08E-05,1.74E-05
20100318,2.30E-05,2.00E-05,3.41E-05,2.82E-05,3.26E-05,1.31E-05,5.34E-05,4.32E-05,3.58E-05,3.05E-05,2.02E-05,7.56E-05,2.88E-05,3.21E-05,0.000121825,2.60E-05,4.83E-05,3.12E-05,3.46E-05
20100319,3.87E-05,,2.11E-05,5.80E-05,7.95E-05,5.68E-06,6.61E-05,3.01E-05,1.26E-05,5.62E-05,2.38E-05,0.000120436,1.65E-05,1.59E-05,8.26E-05,2.79E-05,7.43E-05,2.19E-05,7.36E-05
20100322,3.70E-05,4.04E-05,,6.59E-05,7.06E-05,1.87E-05,7.52E-05,5.60E-05,2.70E-05,7.79E-05,4.32E-05,0.000118017,5.58E-05,2.90E-05,0.000165022,2.91E-05,8.15E-05,2.21E-05,6.84E-05
20100323,2.71E-05,3.72E-05,1.20E-05,5.96E-05,4.80E-05,1.80E-05,7.19E-05,2.95E-05,2.54E-05,5.31E-05,3.25E-05,0.000106406,7.13E-05,1.77E-05,0.000109051,1.65E-05,7.90E-05,1.99E-05,6.70E-05
20100324,4.25E-05,5.52E-05,3.88E-05,0.000102214,3.73E-05,1.34E-05,0.000125904,3.70E-05,1.34E-05,9.29E-05,3.97E-05,0.000225535,,2.66E-05,0.000133244,2.11E-05,0.000141712,1.76E-05,0.000103464
20100325,6.26E-05,2.87E-05,2.53E-05,5.78E-05,9.20E-05,1.28E-05,5.21E-05,3.90E-05,2.70E-05,3.74E-05,2.90E-05,9.59E-05,2.08E-05,3.58E-05,0.00012475,1.96E-05,5.73E-05,2.32E-05,3.51E-05
20100326,4.83E-05,2.55E-05,3.46E-05,4.08E-05,9.93E-05,2.31E-05,4.55E-05,0.00010435,2.21E-05,4.06E-05,2.32E-05,9.81E-05,3.71E-05,3.19E-05,9.77E-05,4.34E-05,5.22E-05,2.25E-05,3.79E-05
20100329,2.89E-05,2.54E-05,3.10E-05,3.43E-05,3.94E-05,1.24E-05,3.97E-05,3.82E-05,3.83E-05,3.10E-05,2.19E-05,6.84E-05,4.29E-05,3.66E-05,8.02E-05,2.07E-05,4.31E-05,1.26E-05,3.34E-05
20100330,3.26E-05,2.38E-05,2.46E-05,4.90E-05,6.61E-05,1.17E-05,5.27E-05,3.64E-05,1.22E-05,3.89E-05,2.05E-05,7.16E-05,3.19E-05,2.08E-05,7.64E-05,1.20E-05,5.59E-05,1.62E-05,3.70E-05
20100331,3.46E-05,3.10E-05,2.78E-05,6.02E-05,6.33E-05,1.57E-05,8.95E-05,,2.52E-05,6.97E-05,2.73E-05,0.000145096,5.67E-05,4.63E-05,7.38E-05,3.45E-05,9.15E-05,1.81E-05,6.75E-05
20100401,5.71E-05,2.13E-05,3.57E-05,3.17E-05,7.66E-05,1.91E-05,4.95E-05,2.64E-05,2.49E-05,4.29E-05,2.62E-05,6.54E-05,4.82E-05,,0.000102048,1.32E-05,4.95E-05,3.19E-05,3.47E-05
20100402,,,2.71E-05,,,,,,2.16E-05,,,,,,,,,,
20100405,2.08E-05,,2.92E-05,,4.41E-05,,,,4.44E-05,,,,2.91E-05,7.65E-05,4.68E-05,1.56E-05,,1.09E-05,
20100406,1.57E-05,1.62E-05,4.41E-05,2.47E-05,1.80E-05,2.02E-05,3.98E-05,,3.20E-05,2.82E-05,1.96E-05,8.25E-05,3.14E-05,1.63E-05,6.98E-05,1.51E-05,3.91E-05,1.38E-05,2.36E-05
20100407,3.85E-05,1.95E-05,3.79E-05,3.60E-05,5.19E-05,6.69E-06,4.80E-05,,1.39E-05,4.85E-05,2.59E-05,0.000101312,3.28E-05,2.96E-05,6.65E-05,3.54E-05,5.53E-05,2.38E-05,3.27E-05
20100408,3.29E-05,3.06E-05,3.27E-05,5.93E-05,4.54E-05,7.66E-06,7.89E-05,4.15E-05,2.91E-05,6.31E-05,4.07E-05,0.000141881,3.87E-05,4.69E-05,6.38E-05,3.70E-05,8.27E-05,2.68E-05,6.71E-05
20100409,2.78E-05,2.16E-05,1.76E-05,3.47E-05,4.58E-05,9.22E-06,4.74E-05,3.37E-05,4.55E-05,3.13E-05,2.89E-05,9.55E-05,3.89E-05,1.61E-05,5.56E-05,1.68E-05,5.31E-05,1.41E-05,3.63E-05
20100412,1.74E-05,1.85E-05,3.20E-05,3.71E-05,2.61E-05,1.55E-05,4.63E-05,3.71E-05,5.12E-05,4.15E-05,3.96E-05,7.32E-05,5.55E-05,4.36E-05,4.50E-05,1.79E-05,4.59E-05,1.73E-05,2.19E-05
20100413,2.48E-05,1.86E-05,4.50E-05,3.98E-05,2.90E-05,9.67E-06,4.07E-05,6.63E-05,5.15E-05,3.80E-05,2.01E-05,6.50E-05,4.60E-05,1.02E-05,8.32E-05,2.83E-05,4.02E-05,1.94E-05,2.77E-05
20100414,1.77E-05,1.63E-05,4.71E-05,3.46E-05,3.27E-05,1.15E-05,2.93E-05,3.00E-05,3.69E-05,2.82E-05,2.57E-05,5.99E-05,,2.50E-05,6.52E-05,1.37E-05,3.78E-05,2.51E-05,2.25E-05
20100415,1.80E-05,1.96E-05,3.65E-05,3.87E-05,1.87E-05,1.93E-05,4.33E-05,4.23E-05,3.57E-05,3.96E-05,2.28E-05,7.78E-05,8.35E-05,1.10E-05,5.87E-05,1.83E-05,4.29E-05,2.08E-05,2.85E-05
20100416,0.000128707,6.16E-05,4.04E-05,0.000139282,0.000129369,9.43E-06,0.000212183,,3.96E-05,0.000132728,6.12E-05,0.000218077,7.28E-05,5.72E-05,0.000156236,7.81E-05,0.000226783,2.06E-05,0.000118929
20100419,6.05E-05,5.34E-05,2.87E-05,9.21E-05,0.000136218,5.05E-05,8.06E-05,,4.11E-05,8.32E-05,5.84E-05,0.000136462,0.000143653,4.67E-05,0.00016654,6.10E-05,9.31E-05,4.98E-05,8.59E-05
20100420,3.67E-05,3.66E-05,3.36E-05,6.86E-05,5.58E-05,2.25E-05,7.21E-05,3.04E-05,2.40E-05,5.83E-05,6.07E-05,0.000126759,6.31E-05,3.85E-05,9.40E-05,2.20E-05,8.25E-05,2.49E-05,6.77E-05
20100421,4.00E-05,4.27E-05,1.60E-05,6.03E-05,4.54E-05,2.57E-05,6.45E-05,7.69E-05,1.70E-05,5.51E-05,4.13E-05,0.000130868,3.69E-05,3.52E-05,,3.94E-05,6.48E-05,2.94E-05,7.01E-05
20100422,9.15E-05,9.33E-05,5.07E-05,0.00017182,9.48E-05,3.17E-05,0.000159665,6.24E-05,2.45E-05,0.000102094,7.85E-05,0.000225714,6.28E-05,4.61E-05,0.000207734,3.39E-05,0.000172714,3.31E-05,0.000180409
20100423,4.63E-05,6.12E-05,5.98E-05,0.000110112,5.66E-05,1.84E-05,0.000133813,4.41E-05,2.95E-05,0.000102518,7.07E-05,0.00030149,5.95E-05,4.07E-05,0.000102048,3.97E-05,0.000155283,1.72E-05,0.00012667
20100426,3.15E-05,3.46E-05,2.77E-05,4.01E-05,4.56E-05,,7.66E-05,2.95E-05,1.60E-05,4.99E-05,2.61E-05,0.000160893,4.78E-05,3.07E-05,6.16E-05,2.48E-05,9.07E-05,1.43E-05,5.99E-05
20100427,0.000141379,6.78E-05,3.13E-05,0.000138146,0.000178234,2.40E-05,0.000253328,5.26E-05,2.33E-05,0.000128304,8.79E-05,0.000306582,2.75E-05,6.74E-05,0.000281252,7.31E-05,0.000245813,1.77E-05,0.000116203
20100428,0.000106323,0.000159657,0.000102808,0.000335857,0.000115755,0.000122956,0.000460413,3.18E-05,3.20E-05,0.000292259,0.000235717,0.00105473,9.83E-05,0.000115427,0.000329796,4.59E-05,0.000506649,3.17E-05,0.000425451
20100429,5.31E-05,7.35E-05,,0.000133304,6.45E-05,2.28E-05,0.000204705,4.75E-05,3.67E-05,0.000138299,6.23E-05,0.000387278,3.50E-05,6.76E-05,0.000165135,3.35E-05,0.000210893,2.36E-05,0.000175545
20100430,9.46E-05,7.60E-05,2.03E-05,0.000145825,0.000112283,2.24E-05,0.000186316,,2.86E-05,0.000141459,7.76E-05,0.00028404,4.39E-05,7.74E-05,0.000131733,4.89E-05,0.000197517,1.82E-05,0.000196986
20100503,5.82E-05,,,6.62E-05,8.71E-05,4.43E-05,9.40E-05,2.73E-05,3.60E-05,9.25E-05,2.78E-05,0.000208409,6.21E-05,6.23E-05,0.000108124,4.13E-05,0.000101348,1.38E-05,6.10E-05
20100504,0.000192877,0.000114727,,0.000206335,0.000237578,3.08E-05,0.000329749,5.55E-05,2.87E-05,0.000274672,9.35E-05,0.000588708,6.35E-05,0.000140452,0.000317212,9.28E-05,0.000366174,4.51E-05,0.000331045
20100505,0.000157366,0.000183371,,0.0002428,0.000273117,0.000178355,0.000393561,,,0.000348338,0.000116034,0.001227321,0.000102986,0.000144956,0.000557701,0.000142221,0.000496634,7.20E-05,0.000514118
20100506,0.002793552,0.000184547,0.000118277,0.000269608,0.002851669,7.16E-05,0.000350887,,3.97E-05,0.000221756,0.000136872,0.001113165,9.29E-05,0.000219067,0.002064861,0.000654653,0.000516717,6.61E-05,0.000655723
20100507,0.000842523,,0.000336645,0.000821467,0.001060853,0.000474878,0.001071342,,0.000111999,0.000960868,0.000858879,0.002343194,0.000172596,0.000205893,0.000747665,0.00026532,0.001318923,9.53E-05,0.001462893
20100510,0.000611078,,9.00E-05,0.000357518,0.000382139,7.09E-05,0.000962541,0.000104302,4.79E-05,0.000304784,0.000151361,0.003589469,7.08E-05,0.000948204,0.001713746,6.06E-05,0.001022725,6.59E-05,
